63580	Buur Gaabo
63689	Buulobarde
63795	Burao
63949	Bu’aale
64013	Bosaso
64412	Bereeda
64435	Berbera
64460	Beledweyne
64536	Baidoa
64670	Bargaal
64814	Bandarbeyla
65170	Baardheere
65785	Afgooye
66093	Yasuj
69372	Aţ Ţawīlah
69426	Zinjibār
69457	Zarājah
69482	Az Zāhir
69500	Zabīd
69537	Yufrus
69559	Yarīm
69640	Washḩah
69684	Wa‘lān
69686	Dhī Jalāl
69769	‘Usaylān
69944	‘Ubāl
70080	Thamūd
70160	Tarīm
70225	Taiz
70272	As Suwaydā
70346	Al ‘Inān
70357	Abs
70551	Şīf
70656	Shiḩan as Suflá
70677	Shibām
70759	Ash Sharyah
70808	Sharas
70910	Shahārat al Ghīs
70979	Sayyān
71005	Sayḩūt
71136	Şanā’
71137	Sanaa
71212	Salābah
71273	Saḩar
71282	Sāh
71334	Sa'dah
71481	Riḩāb
71491	Radā‘
71549	Ar Raydah
71558	Raydah
71687	Ruḑūm
71799	Qalansīyah
71834	Qishn
71904	Qa‘ţabah
72181	Nişāb
72430	Al Musaymīr
72519	Mukayrās
72557	Mūdīyah
72561	Markaz Mudhaykirah
72647	Minwakh
72746	Mayfa‘ah
72752	Mīdī
72760	Mawza‘
72781	Māwiyah
72855	Al Jawl
72968	Ma'rib
73091	Manākhah
73100	Milāḩ
73125	Al Malāḩīţ
73325	Al Māfūd
73331	Mafḩaq
73365	Al Madīd
73409	Ma‘bar
73422	Al Ma‘allā’
73504	Lawdar
73560	Laḩij
73638	Kuḩlān ‘Affār
73650	Ku‘aydinah
73656	Crater
73668	Kitāf
73685	Kilmia
73786	Khawr Maksar
73788	Khawrah
73861	Khamir
74116	Juban
74167	Jiḩānah
74185	Jiblah
74219	Jawf al Maqbābah
74368	Ja‘ār
74477	Ibb
74490	Ḩūth
74499	As Salāsil
74785	Al ‘Abr
74906	Ḩays
74938	Ḩayfān
75000	Ḩawf
75034	Ḩaşwayn
75133	Ḩarīb
75163	Ḩaraḑ
75239	Ḩammām ‘Alī
75337	Ḩajjah
75357	Madīnat Lab‘ūs
75427	Hadibu
75504	Ḩabīl al Jabr
75508	Al Ḩabīlayn
75518	Ḩabbān
75539	Ḩabābah
75618	Ghayl Bā Wazīr
76089	Dhubāb
76125	Dhī Nā‘im
76147	Dhaybīn
76154	Dhī as Sufāl
76184	Dhamār
76362	Ḑawrān ad Daydah
76482	Dār an Nāşir
76699	Burūm
76927	Bayt ‘Adhāqah
76930	As Sūq al Jadīd
76991	Bayt al Faqīh
77017	Bayḩān
77278	Banī Ḩujjāj
77307	Banī Bakr
77408	Bājil
77504	Az Zuhrah
77515	Az Zaydīyah
77529	Az Zāhir
77594	Al Ḩajab
77636	Al ‘Awābil
77646	At Turbah
77655	At Tuḩaytā’
77662	At Tawāhī
77726	Ataq
77772	As Sūdah
77791	As Sayyānī
77800	Aş Şawma‘ah
77803	Al Bilād
77809	As Sawādīyah
77843	Aş Şalīf
77862	Aş Şa‘īd
77872	Aş Şafaqayn
77881	As Saddah
77940	Ash Shaykh ‘Uthmān
77946	Ash Shaţţ
77980	Ash Shāhil
77985	Ash Shaghādirah
78019	Asdās
78112	Marbāţ
78137	Ar Rawḑah
78141	Ar Rawḑah
78379	An Nādirah
78428	‘Amrān
78448	‘Amd
78471	Al Wuday‘
78543	Al ‘Udayn
78566	Al Qurḩ
78675	Al Qanāwiş
78699	Al Qaflah
78708	Qaryat al Qābil
78713	Āl Ma‘ūdah
78742	Al Munīrah
78754	Mukalla
78776	Al Misrākh
78814	Al Milāḩ
78823	Al Mighlāf
78905	Markaz al Marīr
78909	Al Marāwi‘ah
78929	Al Manşūrīyah
78931	Al Manşūrah
78964	Al Makhādir
78977	Al Maḩwīt
78991	Al Maḩfid
79006	Al Maḩābishah
79015	Al Madu
79050	Al Luḩayyah
79088	Kirsh
79131	Al Khawkhah
79219	Al Jurbah
79284	Al Jarrāḩī
79384	Al Ḩusayn
79393	Ḩurayḑah
79415	Al Ḩudaydah
79455	Al Ḩazm
79478	Al Qaţan
79531	Al Ḩarf
79609	Ḩajar al Mashā’ikh
79700	Al Ghayz̧ah
79799	Al Burayqah
79836	Al Bayda
79845	Al Bāţinah
79967	Al ‘Āqir
80105	Aḩwar
80309	Ad Durayhimī
80331	Ad Dīs ash Sharqīyah
80336	Ad Dimnah
80379	Ad Dann
80383	Az̧ Z̧alī‘ah
80384	Aḑ Ḑāli‘
80393	Aḑ Ḑaḩī
80509	Al Bardīyah
81302	Tobruk
81604	Qaryat Sulūq
86049	Jālū
87205	Darnah
88319	Benghazi
88380	Az Zuwaytīnah
88533	Awjilah
88562	At Tāj
88834	Tūkrah
88835	Al Qubbah
88903	Al Marj
88962	Al Jawf
88967	Al Jaghbūb
89055	Al Bayḑā’
89087	Al Abyār
89113	Ajdabiya
89482	Zāwītah
89570	Zaxo
89824	Umm Qaşr
90026	Ţūz Khūrmātū
90150	Tikrīt
90220	Dāqūq
90353	Tallkayf
90393	Tall ‘Afar
90510	Sūq ash Shuyūkh
90532	Saymayl
90708	Sīnah
90831	‘Ayn Tamr
91057	Ash Sharqāt
91083	Shaqlāwah
91283	Seyid Sadiq
91597	Sāmarrā’
91812	Nāḩīyat Saddat al Hindīyah
92002	Ṟuwandiz
92004	Rāwah
92052	Ṟaniye
92138	Al Qā’im
92430	Al-Hamdaniya
92436	Qeredagh
92537	Qal‘at Şāliḩ
92615	Qeładizê
93455	Mêrgasur
93562	Mawet
93709	Mandalī
93818	Mexmur
94220	Koysinceq
94298	Kifrī
94591	Khānaqīn
94787	Kirkuk
94824	Karbala
94911	Kānī Māsī
95005	Kelar
95224	Al ‘Abbāsī
95446	Erbil
95788	Hīt
95804	Hīrān
95886	Al Ḩaqlānīyah
96205	Ḩalabja
96309	Ḩadīthah
96833	Xebat
96953	Dukan
96961	Soran
96994	Dihok
97001	Dibis
97145	Derkar
97329	Chwarta
97417	Jamjamāl
97478	Al Jabāyish
97783	Bayjī
97825	Batifa
97990	Baqubah
98012	Baynjiwayn
98069	Bāmarnī
98109	Baladrūz
98112	Balad
98156	Beḧirke
98182	Baghdad
98198	Badrah
98245	Az Zubayr
98293	Ash Shaykhān
98304	‘Aynkāwah
98403	Aţ Ţārmīyah
98459	Aş Şuwayrah
98463	As Sulaymānīyah
98530	As Samawah
98533	As Salmān
98589	Nāḩiyat ash Shināfīyah
98622	Ash Shaţrah
98629	Ash Shāmīyah
98677	Ar Ruţbah
98685	Ar Rumaythah
98697	Ar Riyāḑ
98699	Ar Rifā‘ī
98717	Ramadi
98822	‘Aqrah
98846	An Nu‘mānīyah
98854	Nasiriyah
98860	Najaf
98885	‘Anat al Qadīmah
98993	Al Qurnah
99003	Al Qayyārah
99010	Imam Qasim
99039	Al Musayyib
99060	Al Mishkhāb
99062	Al Miqdādīyah
99070	Al Maymūnah
99071	Al Mawşil al Jadīdah
99072	Mosul
99100	Al Maḩmūdīyah
99103	Al Maḩāwīl
99106	Al Madīnah
99131	Al Kūt
99135	Kufa
99168	Al Khāliş
99169	Khāliş
99182	Al Kaḩlā’
99306	‘Alī al Gharbī
99344	Al Hindīyah
99347	Al Ḩillah
99350	Al Ḩayy
99357	Al Hāshimīyah
99369	Al Hārithah
99375	Al Ḩamzah
99413	Al Ḩaḑar
99434	Nahiyat Ghammas
99439	Nāḩiyat al Fuhūd
99446	Al Fāw
99454	Al Fallūjah
99524	Al Ba‘āj
99532	Basrah
99548	Al ‘Azīzīyah
99560	Al ‘Awjah
99608	Al ‘Amārah
99611	Al ‘Amādīyah
99738	‘Afak
99759	Ad Dujayl
99762	Ad Dīwānīyah
99768	Ad Dawr
99834	Al Manādhirah
100050	Abī al Khaşīb
100077	Abū Ghurayb
100425	Yanbu
100768	Unaizah
100926	Umluj
101035	Umm as Sāhik
101312	Turaif
101322	Turabah
101344	At Tūbī
101554	Tārūt
101581	Tanūmah
101628	Tabuk
101631	Ţubarjal
101633	Tabālah
101760	Sulţānah
102318	Sayhāt
102451	Şāmitah
102527	Sakakah
102585	Şafwá
102651	Şabyā
102985	Raḩīmah
103035	Rābigh
103369	Qal‘at Bīshah
103630	Najrān
103922	Mulayjah
104269	Mislīyah
104376	Marāt
104515	Mecca
105072	Khamis Mushait
105252	Julayjilah
105299	Jizan
105343	Jeddah
106281	Ha'il
106297	Hafar Al-Batin
106744	Farasān
106909	Duba
107304	Buraydah
107312	Abqaiq
107744	Badr Ḩunayn
107781	Az Zulfī
107797	Dhahran
107959	Aţ Ţaraf
107968	Ta’if
108048	As Sulayyil
108121	Sājir
108142	As Saffānīyah
108410	Riyadh
108435	Ar Rass
108512	Arar
108617	An Nimāş
108648	Qurayyat
108773	Al Wajh
108841	Al-`Ula
108890	Al Qurayn
108918	Qaisumah
108927	Al Qaţīf
108957	Al Qārah
109008	Al Muţayrifī
109059	Al Munayzilah
109101	Al Mubarraz
109118	Al Mindak
109131	Al Mithnab
109165	Al Markaz
109194	Al Majma‘ah
109223	Medina
109323	Khobar
109353	Al Kharj
109380	Al Khafjī
109417	Al Jumūm
109435	Al Jubayl
109436	Al Jubayl
109481	Al Jarādīyah
109502	Al Jafr
109571	Al Hufūf
109878	Al Bukayrīyah
109915	Al Baţţālīyah
109953	Al Bahah
110031	Al Arţāwīyah
110107	Al Awjām
110250	Afif
110275	Adh Dhibiyah
110314	Ad Dilam
110325	Ad Dawādimī
110328	Ad Darb
110336	Dammam
110619	Abū ‘Arīsh
110690	Abha
110831	Āzādshahr
111058	Ziabar (Gaskar)
111246	Zarrīnābād
111421	Zarand
111453	Zanjān
111822	Yazd
112025	Vasīān
112121	Varazqān
112214	Varāmīn
112422	Tūyserkān
112616	Ţorqabeh
112646	Torbat-e Ḩeydarīyeh
112656	Tonekābon
112931	Tehran
113343	Hashtpar
113363	Ţāleb ābād
113491	Tākestān
113508	Takāb
113514	Tajrīsh
113556	Shahr-e Herāt
113632	Taft
113636	Tafresh
113646	Tabriz
113659	Tabas
113723	Sūrīān
113760	Sūrak
113797	Nūr
113860	Şowme‘eh Sarā
113952	Sorkheh
114049	Sonqor
114105	Solţānābād
114259	Sirjan
114489	Sīāhkal
114584	Shūshtar
114593	Shūsh
114930	Shīrvān
115019	Shiraz
115388	Sharīfābād
115607	Shalamzār
115770	Shahr-e Kord
115781	Shahr-e Bābak
116076	Shaft
116102	Shādegān
116126	Shabestar
116326	Seyah Cheshmeh
116402	Semnan
116406	Semīrom
116626	sedeyen-e Yek
116667	Sāveh
116725	Sarvestān
116739	Sarvābād
116996	Sari
117111	Sardasht
117116	Sardasht
117204	Sarbīsheh
117232	Sarāyān
117304	Sarābleh
117345	Sarāb-e Dūreh
117368	Sarāb
117392	Saqqez
117574	Sanandaj
117656	Salmās
117698	Soleh Bon
117773	Rāmsar
117793	Shāhīn Dezh
117835	Şaḩneh
118063	Sabzevar
118123	Sa‘ādat Shahr
118191	Rūdsar
118323	Narmāshīr
118328	Roshtkhvār
118367	Robāţ Karīm
118532	Reẕvānshahr
118681	Razan
118704	Rāvar
118705	Ravānsar
118743	Rasht
118805	Rāmshīr
118824	Rāmīān
118826	Rāmhormoz
118994	Rafsanjān
119010	Rābor
119115	Qūchān
119161	Qorveh
119208	Qom
119247	Qohūrd-e ‘Olyā
119264	Qīr
119374	Qeshm
119505	Qazvin
119586	Qaşr-e Shīrīn
119714	Qarnābād
119730	Qarah Ẕīā’ od Dīn
120292	Shahr-e Qods
120323	Qal‘eh Ganj
120351	Rūdān
120499	Qal‘eh-ye Khvājeh
120539	Arakvāz-e Malekshāhī
120678	Farrokh Shahr
120694	Qā’en
120931	Sarpol-e Z̄ahāb
120936	Pol-e Sefīd
120949	Poldokhtar
120954	Poldasht
120972	Pīshvā
121110	Piranshahr
121240	Pāveh
121380	Pārsābād
121781	Oskū
121795	Oshnavīyeh
121801	Orūmīyeh
121861	Omīdīyeh
121925	Nūrābād
121959	Nowshahr
122111	Noşratābād
122285	Neyshābūr
122289	Neyrīz
122375	Neqāb
122397	Nekā
122438	Naz̧arābād
122491	Naţanz
122560	Nashtārūd
122698	Naqadeh
122721	Namīn
122869	Nā’īn
122915	Nahāvand
123295	Marāveh Tappeh
123389	Mollās̄ānī
123485	Mohr
123674	Moḩammadābād
123927	Mīnūdasht
123941	Mīnāb
124082	Mīāneh
124085	Mīāndoāb
124122	Mīāb
124193	Meybod
124210	Meshgīn Shahr
124274	Mahrīz
124291	Mehrān
124588	Māsūleh
124620	Masjed Soleymān
124622	Maşīrī
124647	Bardsīr
124665	Mashhad
124721	Marvdasht
124778	Marīvān
124862	Marand
124877	Marāgheh
124914	Manūjān
125112	Malekān
125185	Malāyer
125188	Malārd
125205	Maku
125290	Māhneshān
125328	Maḩmūdābād
125438	Maḩallāt
125446	Mahābād
125609	Lordegān
125688	Līkak
125877	Shahr-e Qadīm-e Lār
125897	Langarūd
125926	Lamerd
125938	Lālī
126015	Lāhījān
126409	Kūhdasht
126411	Kūhbanān
126572	Kord Kūy
126715	Komījān
126914	Kīsh
126972	Khowy
127014	Khowrmūj
127029	Khūr
127033	Khvānsār
127319	Khorramshahr
127349	Khorramabad
127382	Khonj
127389	Khondāb
127403	Khomeyn
127409	Khomārlū
127613	Kherāmeh
127992	Bandar-e Khamīr
128008	Khalkhāl
128025	Khalīlābād
128226	Kermanshah
128234	Kerman
128252	Kerend-e Gharb
128321	Kāzerūn
128447	Kāshmar
128747	Karaj
128831	Kangāvar
128847	Kangān
128905	Kāmyārān
129201	Kaleybar
129512	Kalāleh
129610	Kujuvar
129904	Kabūdarāhang
129929	Eyvān
129933	Jūybār
130091	Joghtāy
130216	Khārk
130245	Javānrūd
130276	Jask
130366	Jongīyeh
130451	Jam
130524	Jājarm
130531	Jahrom
130802	Īlām
130821	Hoveyzeh
131528	Herīs
131559	Hendījān
131691	Hashtgerd
131962	Harsīn
132144	Hamadān
132380	Ḩājjīābād
132382	Ḩājjīābād
132428	Haftkel
132892	Gorgān
132938	Gonbad-e Kāvūs
132961	Gonābād
133037	Golpāyegān
133345	Gīlān-e Gharb
133595	Gerāsh
133852	Gāvbandī
133964	Garmsār
133972	Germī
133978	Garmeh
134217	Bandar-e Genāveh
134255	Galūgāh
134282	Gālīkesh
134441	Fūman
134462	Fīrūzkūh
134518	Fīrūzābād
134563	Feyẕābād
134601	Fereydūnshahr
134602	Fereydūn Kenār
134613	Ferdows
134721	Fasā
134735	Fāryāb
134745	Fārūj
134762	Fārsān
134781	Farāshband
134788	Farmahīn
134809	Farīmān
134894	Fannūj
134905	pamas
134906	Fāmenīn
134962	Fahraj
135094	Estahbān
135175	Eslāmābād-e Gharb
135205	Eshtehārd
135298	Esfarāyen
135355	Eqlīd
135423	Shahrud
135743	Dowlatābād
135878	Dorūd
136014	Dogonbadan
136156	Dīvāndarreh
136256	Dezful
136280	Deyr
136399	Delījān
136702	Dehlorān
136773	Dehgolān
136987	Dehdasht
137013	Sīsakht
137025	Şafāshahr
137057	Dehāqān
137268	Sūsangerd
137436	Darreh Shahr
137585	Dargaz
137929	Dārān
137956	Dārāb
138025	Dāmghān
138042	Damāvand
138742	Chenārān
138799	Chelgard
139223	Chālūs
139780	Chādegān
139817	Bushehr
139889	Būkān
139903	Bū’īn Zahrā
140044	Borūjerd
140046	Borūjen
140097	Borāzjān
140216	Shahrak-e Kūlūrī
140380	Bojnūrd
140463	Bīrjand
140494	Bīleh Savār
140521	Bījār
140889	Bonāb
140918	Behshahr
140951	Behbahān
141015	Māsāl
141104	Bastak
141124	Bāsht
141349	Bardaskan
141584	Bāneh
141653	Bandar-e Torkaman
141663	Bandar-e Māhshahr
141665	Bandar-e Lengeh
141673	Bandar-e Gaz
141676	Bandar-e Deylam
141679	Bandar-e Anzalī
141681	Bandar Abbas
141736	Bam
141891	Bajestān
142000	Bahār
142114	Bāgh-e Malek
142247	Bāft
142255	Bāfq
142358	Bābolsar
142363	Bābol
142496	Aznā
142497	Aznā
142554	Hashtrūd
142567	Shāzand
142676	Āstārā
142679	Āstāneh-ye Ashrafīyeh
142744	Āshtīān
142768	Āshkhāneh
142857	Bandar-e ‘Asalūyeh
142862	Asadīyeh
142872	Asadābād
142902	Arzū’īyeh
142958	Arsanjān
143052	Ardestān
143070	Ardal
143073	Ardakān
143083	Ardabīl
143122	Ārān Bīdgol
143127	Arāk
143129	Ārādān
143320	Anūch
143420	Andīmeshk
143471	‘Anbarābād
143499	Anār
143534	Āmol
143539	Amlash
143748	Alvand
143860	Shahrīār
143921	Alīgūdarz
144038	Aliabad-e Katul
144263	Alavijeh
144269	Aleshtar
144410	Akbarābād
144443	‘Ajab Shīr
144448	Ahvaz
144484	Ahram
144616	Ahar
144696	Aghajari
144794	Ābyek
144795	Ābyek
145034	Abhar
145233	Ābdānān
145303	'Abās Ābād
145407	Ābbar
145427	Abarkūh
145449	Abadeh
145459	Abadan
145531	Saurimo
145724	Lucapa
145757	Dundo
145946	Zýgi
145952	Ýpsonas
145954	Giólou
145959	Geroskípou (quarter)
145964	Géri
145971	Xylotymbou
145972	Xylofágou
145981	Tséri
145987	Voróklini
146012	Tsáda
146015	Troúlloi
146018	Tróodos
146027	Tríkomo
146036	Tími
146040	Tersefánou
146045	Tála
146054	Stróvolos
146055	Stroumpí
146069	Sotíra
146084	Siá
146105	Rizokárpaso
146107	Pyrgos
146110	Pýla
146112	Psimolofou
146114	Psevdás
146132	Potámi
146134	Pomós
146137	Pólis
146138	Polémi
146150	Pissoúri
146154	Frénaros
146175	Pégeia
146183	Perivólia
146187	Peristeróna
146189	Pérgamos
146192	Péra
146198	Peléndri
146204	Parekklisha
146209	Paralímni
146214	Paphos
146216	Páno Polemídia
146219	Pano Panagia
146220	Páno Léfkara
146223	Páno Kivídes
146225	Páno Defterá
146235	Palodeia
146245	Páchna
146250	Oroúnta
146268	Nicosia
146278	Mouttagiáka
146283	Mosfilotí
146286	Mórfou
146296	Mitseró
146303	Mesógi
146308	Mesa Chorio
146311	Meneou
146318	Meládeia
146319	Mazotós
146327	Mathiátis
146331	Maróni
146347	Mámmari
146358	Lythrodóntas
146362	Lýmpia
146371	Livádia
146375	Liopétri
146384	Limassol
146386	Leonárisso
146390	Lempa
146391	Lefkónoiko
146392	Léfka
146400	Larnaca
146403	Lápithos
146412	Kyrenia
146414	Kyperoúnta
146434	Kouklia
146438	Kórnos
146443	Korákou
146445	Kofínou
146446	Konia
146451	Kolossi
146452	Koloni
146455	Kokkinotrimithiá
146461	Klírou
146469	Kíti
146472	Kissonerga
146490	Chlórakas
146491	Choirokoitía
146515	Káto Pýrgos
146529	Káto Defterá
146579	Kalavasos
146582	Kakopetriá
146612	Galáta
146617	Famagusta
146622	Evrýchou
146627	Avdímou
146628	Erími
146629	Episkopeió
146639	Emba
146654	Dhromolaxia
146661	Derýneia
146666	Dáli
146692	Ágios Týchon
146748	Ayia Napa
146761	Avgórou
146767	Áchna
146768	Athíenou
146770	Astromerítis
146791	Ergátes
146793	Argáka
146796	Aradíppou
146797	Aredioú
146817	Anaríta
146818	Anafotída
146831	Alethrikó
146834	Alámpra
146839	Akrotiri
146842	Acherítou
146850	Akáki
146851	Agrós
146858	Sharur City
146862	Prishibinskoye
146901	Zangilan
146958	Yaycı
146961	Yardımlı
146969	Novyy Karanlug
146970	Xankandi
147059	Əhmədbəyli
147105	Şuşa
147271	Salyan
147278	Şahbuz
147282	Sedarak
147283	Sumbatan-diza
147288	Saatlı
147305	Qubadlı
147307	Qaraçala
147364	Orjonikidze
147368	Ordubad
147425	Neftçala
147429	Nakhchivan
147504	Mincivan
147552	Masally
147611	Lerik
147622	Lankaran
147625	Laçın
147637	Qıvraq
147695	Qırmızı Bazar
147727	Kizhaba
147774	Xocalı
147784	Xıllı
147949	Qalaqayın
147969	İstisu
147982	Imishli
148003	Horadiz
148088	Haftoni
148105	Hadrut
148106	Fizuli
148141	Jebrail
148177	Dünyamalılar
148225	Deste
148251	Culfa
148290	Jalilabad
148291	Cahri
148323	Boradigah
148340	Pushkino
148354	Beylagan
148375	Severo-Vostotchnyi Bank
148413	Tazakend
148445	Astara
148450	Askyaran
148484	Ashagy Aylis
148521	Arafsa
148565	Şirvan
148619	Ağdam
148730	Zanzibar
148842	Wete
148942	Vwawa
148987	Vikindu
149027	Uyovu
149039	Uwelini
149050	Uvinza
149070	Utete
149114	Usoke
149129	Ushirombo
149132	Usevia
149151	Usagara
149155	Usa River
149172	Urambo
149239	Ulenje
149402	Tunduma
149418	Tumbi
149437	Tukuyu
149512	Tinde
149581	Tarime
149606	Tanga
149658	Tabora
149703	Sumbawanga
149768	Soni
149775	Songwa
149792	Somanda
149812	Sokoni
149854	Sirari
149879	Singida
149929	Sikonge
150006	Shinyanga
150037	Shelui
150099	Sepuka
150276	Same
150436	Rulenge
150453	Rujewa
150634	Puma
150689	Poli
150793	Pangani
150885	Old Shinyanga
150930	Nzega
151062	Nyanguge
151108	Nyamuswa
151211	Nyalikungu
151262	Nyakahanga
151266	Nyakabindi
151363	Nsunga
151373	Nshamba
151424	Nkove
151445	Nkoaranga
151479	Njombe
151567	Nguruka
151599	Ngudu
151610	Ngorongoro
151678	Ngerengere
151711	Ngara
151720	Nganane
151775	Ndungu
151872	Ndago
151920	Nansio
151929	Nangwa
151986	Namanyere
151988	Namanga
152009	Nakatunguru
152042	Naberera
152169	Mwembe
152183	Mwaya
152224	Mwanza
152265	Mwanga
152376	Mwadui
152403	Mvomero
152451	Musoma
152497	Muriti
152546	Mungaa
152570	Muleba
152632	Muheza
152663	Mugumu
152689	Mugango
152718	Mtwango
152743	Mto wa Mbu
152781	Mtinko
152793	Mtimbira
152877	Mtambile
152933	Msowero
153046	Msanga
153094	Mpwapwa
153176	Mpanda
153209	Moshi
153220	Morogoro
153247	Monduli
153352	Mlowo
153384	Mlimba
153408	Mlangali
153412	Mlandizi
153423	Mlalo
153482	Mkuranga
153585	Mkokotoni
153709	Mwandiga
153759	Misungwi
153772	Misasi
153871	Mikumi
153955	Micheweni
154002	Mhango
154097	Mgandu
154309	Mbumi
154313	Mbulu
154321	Mbuguni
154380	Mbeya
154470	Mazinde
154566	Matui
154576	Matonga
154635	Matamba
154638	Matai
154648	Maswa
154654	Masumbwe
154666	Masoko
154780	Maramba
154915	Maneromango
154995	Malya
155016	Malinyi
155052	Malangali
155056	Malampaka
155076	Makuyuni
155093	Makungu
155101	Makumbako
155187	Makanya
155244	Majengo
155263	Mahonda
155274	Mahenge
155285	Mahanje
155307	Kihangara
155310	Magugu
155321	Magomeni
155322	Magomeni
155334	Magole
155405	Mafinga
155514	Mabamba
155515	Mabama
155569	Lushoto
155584	Lupiro
155743	Lugoba
155848	Longido
155921	Liwale
156025	Lembeni
156080	Lalago
156098	Laela
156111	Kyela
156124	Kyaka
156312	Kwakoa
156493	Kongwa
156510	Kondoa
156513	Konde
156588	Koani Ndogo
156589	Koani
156627	Kiwira
156636	Kiwengwa
156918	Kisiwani
156963	Kishapu
156974	Kisesa
156996	Kisarawe
157014	Kisanga
157045	Kirya
157107	Kirando
157198	Kiomboi
157247	Kintinku
157268	Kingori
157366	Kimamba
157403	Kilosa
157429	Kilindoni
157448	Kilimatinde
157632	Kijini
157653	Kihurio
157738	Kigoma
157826	Kidodi
157863	Kidatu
157960	Kibondo
157977	Kibiti
158006	Kibaya
158016	Kibara
158024	Kibakwe
158027	Kibaha
158151	Katumba
158160	Katoro
158161	Katoro
158178	Katesh
158179	Katerero
158214	Kasulu
158289	Kasamwa
158321	Karema
158324	Kiratu
158422	Kandete
158492	Kamachumu
158514	Kaliua
158563	Kakonko
158597	Kahama
158684	Kabanga
158825	Izazi
158876	Itumba
158904	Itigi
158974	Issenye
159045	Isaka
159071	Iringa
159107	Ipinda
159134	Inyonga
159179	Ilula
159186	Ilongero
159218	Ilembula
159219	Ilembo
159242	Ikwiriri
159267	Ikungi
159380	Igurusi
159382	Igurubi
159386	Igunga
159398	Igugunu
159492	Ifakara
159647	Hedaru
159908	Geita
159909	Geiro
159936	Gamba
159951	Galappo
160073	Endasak
160141	Dunda
160172	Dongobesh
160196	Dodoma
160263	Dar es Salaam
160266	Dareda
160464	Chimala
160552	Chato
160592	Chanika
160660	Chalinze
160670	Chala
160677	Chake Chake
160798	Butiama
160833	Buseresere
160877	Bungu
160892	Bunda
160950	Bukonyo
160961	Bukoba
160971	Bukene
161022	Bugene
161023	Bugarama
161154	Biharamulo
161197	Basotu
161204	Bashanet
161218	Bariadi
161290	Bagamoyo
161312	Babati
161325	Arusha
161616	Balkanabat
161901	Kaka
161931	Serdar
161943	Gumdag
161974	Bereket
161980	Magtymguly
161983	Arçabil
162099	Abadan
162158	Baharly
162183	Ashgabat
162199	Änew
162284	Mūḩ Ḩasan
162627	Yabrūd
162706	Wādī al ‘Uyūn
162803	‘Uqayribāt
163270	Ţayyibat al Imām
163330	Tasīl
163345	Ţarţūs
163434	Tall Tamr
163470	Tall Salḩab
163476	Tall Rif‘at
163533	Tallkalakh
163568	Tall Ḩamīs
163596	Talldaww
163684	Tel Qatsir
163747	Tall aḑ Ḑamān
163750	Tall Abyaḑ
163774	Tālīn
163779	Tallbīsah
163799	Taftanāz
163806	Ţafas
163808	Tadmur
163811	Tādif
163913	Şūrān
163915	Şūrān
163921	As Suqaylibīyah
164025	Subaykhān
164052	Şlinfah
164071	Şirrīn ash Shamālīyah
164083	Sirghāyā
164094	Sinjār
164159	Shuyūkh Taḩtānī
164261	Shīn
164328	Shaykh Miskīn
164354	Shaykh al Ḩadīd
164398	Shaţḩah
164451	Sharān
164479	Shaqqā
164626	Shahbā
164717	Şaydnāyā
164773	Sa‘sa‘
164782	Sarmīn
164816	Sarāqib
164895	Sulūk
164898	Salqīn
164917	Şalkhad
